date,team,opponent,is_home,home_team,arena,city,capacity,lon,lat,distance,distance_km,distance_mi
2023-11-30,Anaheim Ducks,Washington Capitals,1,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,1775322.3815945168,1775.3,1103.1
2023-12-02,Anaheim Ducks,Colorado Avalanche,1,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,0,0,0
2023-12-05,Anaheim Ducks,Colorado Avalanche,0,Colorado Avalanche,Ball Arena,"Denver, Colorado",17809,-105.0076028,39.7486565,1322411.8274454428,1322.4,821.7
2023-12-07,Anaheim Ducks,Chicago Blackhawks,0,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,1476866.9783539837,1476.9,917.7
2023-12-10,Anaheim Ducks,Winnipeg Jets,1,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,2785931.1976430956,2785.9,1731.1
2023-12-13,Anaheim Ducks,New York Islanders,0,New York Islanders,UBS Arena,"Elmont, New York",17113,-73.7260398,40.71179009999999,3943976.538915366,3944,2450.7
2023-12-15,Anaheim Ducks,New York Rangers,0,New York Rangers,Madison Square Garden,"New York City, New York",18006,-73.9934387,40.7505045,22964.611563847666,23,14.3
2023-12-17,Anaheim Ducks,New Jersey Devils,0,New Jersey Devils,Prudential Center,"Newark, New Jersey",16514,-74.1710659,40.733537,15100.00565921408,15.1,9.4
2023-12-18,Anaheim Ducks,Detroit Red Wings,0,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,761205.0601770413,761.2,473
2023-12-21,Anaheim Ducks,Calgary Flames,1,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,3170743.069587003,3170.7,1970.2
2023-12-23,Anaheim Ducks,Seattle Kraken,1,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,0,0,0
2023-12-27,Anaheim Ducks,Vegas Golden Knights,1,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,0,0,0
2023-12-29,Anaheim Ducks,Arizona Coyotes,1,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,0,0,0
2023-12-31,Anaheim Ducks,Edmonton Oilers,1,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,0,0,0
2024-01-03,Anaheim Ducks,Toronto Maple Leafs,1,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,0,0,0
2024-01-05,Anaheim Ducks,Winnipeg Jets,1,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,0,0,0
2024-01-07,Anaheim Ducks,Detroit Red Wings,1,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,0,0,0
2024-01-09,Anaheim Ducks,Nashville Predators,0,Nashville Predators,Bridgestone Arena,"Nashville, Tennessee",17159,-86.7784959,36.1591736,2836269.313331287,2836.3,1762.4
2024-01-11,Anaheim Ducks,Carolina Hurricanes,0,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,726624.0767838153,726.6,451.5
2024-01-13,Anaheim Ducks,Tampa Bay Lightning,0,Tampa Bay Lightning,Amalie Arena,"Tampa, Florida",19092,-82.4517771,27.9427373,943181.5506780816,943.2,586.1
2024-01-15,Anaheim Ducks,Florida Panthers,0,Florida Panthers,FLA Live Arena,"Sunrise, Florida",19250,-80.3255204,26.1584958,289619.9784625895,289.6,180
2024-01-16,Anaheim Ducks,Washington Capitals,0,Washington Capitals,Capital One Arena,"Washington, D.C.",18506,-77.02085679999999,38.8981675,1451388.3730150429,1451.4,901.9
2024-01-20,Anaheim Ducks,San Jose Sharks,0,San Jose Sharks,SAP Center,"San Jose, California",17562,-121.9020006,37.3329688,3894686.094809365,3894.7,2420.1
2024-01-21,Anaheim Ducks,New York Rangers,1,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,535467.9400962438,535.5,332.7
2024-01-23,Anaheim Ducks,Buffalo Sabres,1,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,0,0,0
2024-01-25,Anaheim Ducks,Dallas Stars,0,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,1959853.1396535619,1959.9,1217.8
2024-01-27,Anaheim Ducks,Minnesota Wild,0,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,1390268.248505878,1390.3,863.9
2024-01-31,Anaheim Ducks,San Jose Sharks,1,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,2451577.3342757276,2451.6,1523.3
2024-02-09,Anaheim Ducks,Edmonton Oilers,1,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,0,0,0
2024-02-13,Anaheim Ducks,Montreal Canadiens,0,Montreal Canadiens,Bell Centre,"Montreal, Quebec",21105,-73.5693153,45.4960667,3957236.749007266,3957.2,2458.9
2024-02-15,Anaheim Ducks,Ottawa Senators,0,Ottawa Senators,Canadian Tire Centre,"Ottawa, Ontario",18652,-75.926823,45.2969151,185603.87610454514,185.6,115.3
2024-02-17,Anaheim Ducks,Toronto Maple Leafs,0,Toronto Maple Leafs,Scotiabank Arena,"Toronto, Ontario",18800,-79.3790989,43.6434661,330239.32592693914,330.2,205.2
2024-02-19,Anaheim Ducks,Buffalo Sabres,0,Buffalo Sabres,KeyBank Center,"Buffalo, New York",19070,-78.8765439,42.8750811,94743.08812739431,94.7,58.9
2024-02-21,Anaheim Ducks,Columbus Blue Jackets,1,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,3516759.0161324837,3516.8,2185.2
2024-02-24,Anaheim Ducks,Los Angeles Kings,0,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,44590.21555509094,44.6,27.7
2024-02-25,Anaheim Ducks,Nashville Predators,1,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,44590.21555509094,44.6,27.7
2024-02-29,Anaheim Ducks,San Jose Sharks,0,San Jose Sharks,SAP Center,"San Jose, California",17562,-121.9020006,37.3329688,535467.9400962438,535.5,332.7
2024-03-01,Anaheim Ducks,New Jersey Devils,1,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,535467.9400962438,535.5,332.7
2024-03-03,Anaheim Ducks,Vancouver Canucks,1,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,0,0,0
2024-03-06,Anaheim Ducks,Ottawa Senators,1,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,0,0,0
2024-03-08,Anaheim Ducks,Dallas Stars,1,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,0,0,0
2024-03-10,Anaheim Ducks,New York Islanders,1,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,0,0,0
2024-03-12,Anaheim Ducks,Chicago Blackhawks,0,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,2785931.1976430956,2785.9,1731.1
2024-03-14,Anaheim Ducks,Minnesota Wild,0,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,555531.3072086439,555.5,345.2
2024-03-15,Anaheim Ducks,Winnipeg Jets,0,Winnipeg Jets,Canada Life Centre,"Winnipeg, Manitoba",15321,-97.1437624,49.8926443,629189.0457560978,629.2,391
2024-03-17,Anaheim Ducks,St. Louis Blues,0,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,1369311.8556424337,1369.3,850.9
2024-03-19,Anaheim Ducks,Minnesota Wild,1,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,2532390.523410533,2532.4,1573.6
2024-03-21,Anaheim Ducks,Chicago Blackhawks,1,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,0,0,0
2024-03-24,Anaheim Ducks,Tampa Bay Lightning,1,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,0,0,0
2024-03-26,Anaheim Ducks,Seattle Kraken,0,Seattle Kraken,Climate Pledge Arena,"Seattle, Washington",17151,-122.3540714,47.62207129999999,1582805.6081249462,1582.8,983.5
2024-03-28,Anaheim Ducks,Seattle Kraken,0,Seattle Kraken,Climate Pledge Arena,"Seattle, Washington",17151,-122.3540714,47.62207129999999,0,0,0
2024-03-30,Anaheim Ducks,Edmonton Oilers,0,Edmonton Oilers,Rogers Place,"Edmonton, Alberta",18347,-113.4978004,53.54697549999999,908013.9140014035,908,564.2
2024-03-31,Anaheim Ducks,Vancouver Canucks,0,Vancouver Canucks,Rogers Arena,"Vancouver, British Columbia",18910,-123.1088227,49.2778358,818126.8676329333,818.1,508.4
2024-04-02,Anaheim Ducks,Calgary Flames,0,Calgary Flames,Scotiabank Saddledome,"Calgary, Alberta",19289,-114.0519341,51.0374336,674474.179510419,674.5,419.1
2024-04-05,Anaheim Ducks,Seattle Kraken,1,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,1942887.5180262537,1942.9,1207.3
2024-04-07,Anaheim Ducks,St. Louis Blues,1,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,0,0,0
2024-04-09,Anaheim Ducks,Los Angeles Kings,1,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,0,0,0
2024-04-12,Anaheim Ducks,Calgary Flames,1,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,0,0,0
2024-04-13,Anaheim Ducks,Los Angeles Kings,0,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,44590.21555509094,44.6,27.7
2024-04-18,Anaheim Ducks,Vegas Golden Knights,0,Vegas Golden Knights,T-Mobile Arena,"Paradise, Nevada",17368,-115.1781463,36.102909,362988.3050952587,363,225.6
2024-12-25,Anaheim Ducks,none,1,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,354763.7199920004,354.8,220.4
202402-04,Anaheim Ducks,none,1,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,0,0,0
2023-10-09,Arizona Coyotes,none,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,NA,NA,NA
2023-10-13,Arizona Coyotes,New Jersey Devils,0,New Jersey Devils,Prudential Center,"Newark, New Jersey",16514,-74.1710659,40.733537,3422504.622919616,3422.5,2126.7
2023-10-16,Arizona Coyotes,New York Rangers,0,New York Rangers,Madison Square Garden,"New York City, New York",18006,-73.9934387,40.7505045,15100.00565921408,15.1,9.4
2023-10-17,Arizona Coyotes,New York Islanders,0,New York Islanders,UBS Arena,"Elmont, New York",17113,-73.7260398,40.71179009999999,22964.611563847666,23,14.3
2023-10-19,Arizona Coyotes,St. Louis Blues,0,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,1428587.0624576826,1428.6,887.7
2023-10-21,Arizona Coyotes,Anaheim Ducks,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,2034287.312689074,2034.3,1264.1
2023-10-24,Arizona Coyotes,Los Angeles Kings,0,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,590790.9684788712,590.8,367.1
2023-10-27,Arizona Coyotes,Los Angeles Kings,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,590790.9684788712,590.8,367.1
2023-10-30,Arizona Coyotes,Chicago Blackhawks,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2023-11-01,Arizona Coyotes,Anaheim Ducks,0,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,553009.54999019,553,343.6
2023-11-02,Arizona Coyotes,Montreal Canadiens,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,553009.54999019,553,343.6
2023-11-04,Arizona Coyotes,Winnipeg Jets,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2023-11-07,Arizona Coyotes,Seattle Kraken,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2023-11-09,Arizona Coyotes,St. Louis Blues,0,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,2034287.312689074,2034.3,1264.1
2023-11-11,Arizona Coyotes,Nashville Predators,0,Nashville Predators,Bridgestone Arena,"Nashville, Tennessee",17159,-86.7784959,36.1591736,408807.80942113686,408.8,254
2023-11-14,Arizona Coyotes,Dallas Stars,0,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,993456.2867977842,993.5,617.3
2023-11-16,Arizona Coyotes,Columbus Blue Jackets,0,Columbus Blue Jackets,Nationwide Arena,"Columbus, Ohio",18144,-83.0060483,39.9692072,1470197.1850961484,1470.2,913.5
2023-11-18,Arizona Coyotes,Winnipeg Jets,0,Winnipeg Jets,Canada Life Centre,"Winnipeg, Manitoba",15321,-97.1437624,49.8926443,1564026.771853462,1564,971.8
2023-11-20,Arizona Coyotes,Los Angeles Kings,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,2198568.8683130643,2198.6,1366.1
2023-11-22,Arizona Coyotes,St. Louis Blues,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2023-11-25,Arizona Coyotes,Vegas Golden Knights,0,Vegas Golden Knights,T-Mobile Arena,"Paradise, Nevada",17368,-115.1781463,36.102909,420963.1606222841,421,261.6
2023-11-28,Arizona Coyotes,Tampa Bay Lightning,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,420963.1606222841,421,261.6
2023-11-30,Arizona Coyotes,Colorado Avalanche,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2023-12-02,Arizona Coyotes,St. Louis Blues,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2023-12-04,Arizona Coyotes,Washington Capitals,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2023-12-07,Arizona Coyotes,Philadelphia Flyers,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2023-12-09,Arizona Coyotes,Boston Bruins,0,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,3686859.708222461,3686.9,2290.9
2023-12-11,Arizona Coyotes,Buffalo Sabres,0,Buffalo Sabres,KeyBank Center,"Buffalo, New York",19070,-78.8765439,42.8750811,642382.3958746216,642.4,399.2
2023-12-12,Arizona Coyotes,Pittsburgh Penguins,0,Pittsburgh Penguins,PPG Paints Arena,"Pittsburgh, Pennsylvania",18387,-79.98955289999999,40.4393097,286507.18570917577,286.5,178
2023-12-15,Arizona Coyotes,San Jose Sharks,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,2929634.449532717,2929.6,1820.4
2023-12-16,Arizona Coyotes,Buffalo Sabres,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2023-12-19,Arizona Coyotes,Ottawa Senators,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2023-12-21,Arizona Coyotes,San Jose Sharks,0,San Jose Sharks,SAP Center,"San Jose, California",17562,-121.9020006,37.3329688,1003668.9325918,1003.7,623.7
2023-12-23,Arizona Coyotes,Colorado Avalanche,0,Colorado Avalanche,Ball Arena,"Denver, Colorado",17809,-105.0076028,39.7486565,1493019.0353740193,1493,927.7
2023-12-27,Arizona Coyotes,Colorado Avalanche,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,936540.704891935,936.5,581.9
2023-12-29,Arizona Coyotes,Anaheim Ducks,0,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,553009.54999019,553,343.6
2024-01-02,Arizona Coyotes,Florida Panthers,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,553009.54999019,553,343.6
2024-01-04,Arizona Coyotes,New York Islanders,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2024-01-07,Arizona Coyotes,Winnipeg Jets,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2024-01-09,Arizona Coyotes,Boston Bruins,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2024-01-11,Arizona Coyotes,Calgary Flames,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2024-01-13,Arizona Coyotes,Minnesota Wild,0,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,2060989.2709776612,2061,1280.6
2024-01-16,Arizona Coyotes,Calgary Flames,0,Calgary Flames,Scotiabank Saddledome,"Calgary, Alberta",19289,-114.0519341,51.0374336,1694301.0079416698,1694.3,1052.8
2024-01-18,Arizona Coyotes,Vancouver Canucks,0,Vancouver Canucks,Rogers Arena,"Vancouver, British Columbia",18910,-123.1088227,49.2778358,674474.179510419,674.5,419.1
2024-01-20,Arizona Coyotes,Nashville Predators,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,1991911.149654823,1991.9,1237.7
2024-01-22,Arizona Coyotes,Pittsburgh Penguins,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2024-01-24,Arizona Coyotes,Florida Panthers,0,Florida Panthers,FLA Live Arena,"Sunrise, Florida",19250,-80.3255204,26.1584958,3144963.4791173018,3145,1954.2
2024-01-25,Arizona Coyotes,Tampa Bay Lightning,0,Tampa Bay Lightning,Amalie Arena,"Tampa, Florida",19092,-82.4517771,27.9427373,289619.9784625895,289.6,180
2024-01-27,Arizona Coyotes,Carolina Hurricanes,0,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,943181.5506780816,943.2,586.1
2024-02-08,Arizona Coyotes,Vegas Golden Knights,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,3039209.3750281874,3039.2,1888.5
2024-02-10,Arizona Coyotes,Nashville Predators,0,Nashville Predators,Bridgestone Arena,"Nashville, Tennessee",17159,-86.7784959,36.1591736,2312657.019765703,2312.7,1437
2024-02-12,Arizona Coyotes,Philadelphia Flyers,0,Philadelphia Flyers,Wells Fargo Center,"Philadelphia, Pennsylvania",19543,-75.17197949999999,39.9012015,1098579.1686478937,1098.6,682.6
2024-02-14,Arizona Coyotes,Minnesota Wild,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,3335770.930128718,3335.8,2072.8
2024-02-16,Arizona Coyotes,Carolina Hurricanes,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2024-02-18,Arizona Coyotes,Colorado Avalanche,0,Colorado Avalanche,Ball Arena,"Denver, Colorado",17809,-105.0076028,39.7486565,936540.704891935,936.5,581.9
2024-02-19,Arizona Coyotes,Edmonton Oilers,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,936540.704891935,936.5,581.9
2024-02-21,Arizona Coyotes,Toronto Maple Leafs,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2024-02-25,Arizona Coyotes,Winnipeg Jets,0,Winnipeg Jets,Canada Life Centre,"Winnipeg, Manitoba",15321,-97.1437624,49.8926443,2198568.8683130643,2198.6,1366.1
2024-02-27,Arizona Coyotes,Montreal Canadiens,0,Montreal Canadiens,Bell Centre,"Montreal, Quebec",21105,-73.5693153,45.4960667,1824382.170274193,1824.4,1133.6
2024-02-29,Arizona Coyotes,Toronto Maple Leafs,0,Toronto Maple Leafs,Scotiabank Arena,"Toronto, Ontario",18800,-79.3790989,43.6434661,504626.11103514134,504.6,313.6
2024-03-01,Arizona Coyotes,Ottawa Senators,0,Ottawa Senators,Canadian Tire Centre,"Ottawa, Ontario",18652,-75.926823,45.2969151,330239.32592693914,330.2,205.2
2024-03-03,Arizona Coyotes,Washington Capitals,0,Washington Capitals,Capital One Arena,"Washington, D.C.",18506,-77.02085679999999,38.8981675,717994.1597189178,718,446.1
2024-03-05,Arizona Coyotes,Chicago Blackhawks,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,3175871.4452581224,3175.9,1973.4
2024-03-07,Arizona Coyotes,Minnesota Wild,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2024-03-08,Arizona Coyotes,Detroit Red Wings,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2024-03-10,Arizona Coyotes,Chicago Blackhawks,0,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,2325236.108465433,2325.2,1444.8
2024-03-12,Arizona Coyotes,Minnesota Wild,0,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,555531.3072086439,555.5,345.2
2024-03-14,Arizona Coyotes,Detroit Red Wings,0,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,858812.7106687216,858.8,533.6
2024-03-16,Arizona Coyotes,New Jersey Devils,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,2707757.206149717,2707.8,1682.5
2024-03-20,Arizona Coyotes,Dallas Stars,0,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,1410148.223836049,1410.1,876.2
2024-03-22,Arizona Coyotes,Seattle Kraken,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,1410148.223836049,1410.1,876.2
2024-03-24,Arizona Coyotes,Dallas Stars,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2024-03-26,Arizona Coyotes,Columbus Blue Jackets,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2024-03-28,Arizona Coyotes,Nashville Predators,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
