date,team,opponent,is_home,home_team,arena,city,capacity,lon,lat,distance,distance_km,distance_mi
2022-11-15,Dallas Stars,Tampa Bay Lightning,0,Tampa Bay Lightning,Amalie Arena,"Tampa, Florida",19092,-82.4517771,27.9427373,1490049.4277420547,1490,925.9
2022-11-17,Dallas Stars,Florida Panthers,0,Florida Panthers,FLA Live Arena,"Sunrise, Florida",19250,-80.3255204,26.1584958,289619.9784625895,289.6,180
2022-11-19,Dallas Stars,New York Islanders,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,1757152.7245865474,1757.2,1091.8
2022-11-21,Dallas Stars,Colorado Avalanche,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,0,0,0
2022-11-23,Dallas Stars,Chicago Blackhawks,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,0,0,0
2022-11-25,Dallas Stars,Winnipeg Jets,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,0,0,0
2022-11-26,Dallas Stars,Colorado Avalanche,0,Colorado Avalanche,Ball Arena,"Denver, Colorado",17809,-105.0076028,39.7486565,1067285.124096814,1067.3,663.2
2022-11-28,Dallas Stars,St. Louis Blues,0,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,1282002.1975737454,1282,796.6
2022-12-01,Dallas Stars,Anaheim Ducks,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,882028.8632153616,882,548.1
2022-12-04,Dallas Stars,Minnesota Wild,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,0,0,0
2022-12-06,Dallas Stars,Toronto Maple Leafs,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,0,0,0
2022-12-08,Dallas Stars,Ottawa Senators,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,0,0,0
2022-12-10,Dallas Stars,Detroit Red Wings,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,0,0,0
2022-12-12,Dallas Stars,Pittsburgh Penguins,0,Pittsburgh Penguins,PPG Paints Arena,"Pittsburgh, Pennsylvania",18387,-79.98955289999999,40.4393097,1723171.7088671818,1723.2,1070.7
2022-12-13,Dallas Stars,New Jersey Devils,0,New Jersey Devils,Prudential Center,"Newark, New Jersey",16514,-74.1710659,40.733537,492886.4696766382,492.9,306.3
2022-12-15,Dallas Stars,Washington Capitals,0,Washington Capitals,Capital One Arena,"Washington, D.C.",18506,-77.02085679999999,38.8981675,317960.5398912446,318,197.6
2022-12-17,Dallas Stars,Carolina Hurricanes,0,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,375941.0258508837,375.9,233.6
2022-12-19,Dallas Stars,Columbus Blue Jackets,0,Columbus Blue Jackets,Nationwide Arena,"Columbus, Ohio",18144,-83.0060483,39.9692072,597105.0326112855,597.1,371
2022-12-21,Dallas Stars,Edmonton Oilers,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,1470197.1850961484,1470.2,913.5
2022-12-23,Dallas Stars,Montreal Canadiens,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,0,0,0
2022-12-25,Dallas Stars,none,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,0,0,0
2022-12-27,Dallas Stars,Nashville Predators,0,Nashville Predators,Bridgestone Arena,"Nashville, Tennessee",17159,-86.7784959,36.1591736,993456.2867977842,993.5,617.3
2022-12-29,Dallas Stars,Minnesota Wild,0,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,1113756.3354852085,1113.8,692.1
2022-12-31,Dallas Stars,San Jose Sharks,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,1390268.248505878,1390.3,863.9
2023-01-03,Dallas Stars,Los Angeles Kings,0,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,1994879.7739905196,1994.9,1239.6
2023-01-04,Dallas Stars,Anaheim Ducks,0,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,44590.21555509094,44.6,27.7
2023-01-08,Dallas Stars,Florida Panthers,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,1959853.1396535619,1959.9,1217.8
2023-01-10,Dallas Stars,New York Islanders,0,New York Islanders,UBS Arena,"Elmont, New York",17113,-73.7260398,40.71179009999999,2231219.6137686074,2231.2,1386.4
2023-01-12,Dallas Stars,New York Rangers,0,New York Rangers,Madison Square Garden,"New York City, New York",18006,-73.9934387,40.7505045,22964.611563847666,23,14.3
2023-01-14,Dallas Stars,Calgary Flames,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,2210746.016405027,2210.7,1373.7
2023-01-16,Dallas Stars,Vegas Golden Knights,0,Vegas Golden Knights,T-Mobile Arena,"Paradise, Nevada",17368,-115.1781463,36.102909,1723134.6868355866,1723.1,1070.7
2023-01-18,Dallas Stars,San Jose Sharks,0,San Jose Sharks,SAP Center,"San Jose, California",17562,-121.9020006,37.3329688,615262.5498772679,615.3,382.3
2023-01-19,Dallas Stars,Los Angeles Kings,0,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,491976.0342482362,492,305.7
2023-01-21,Dallas Stars,Arizona Coyotes,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,1994879.7739905196,1994.9,1239.6
2023-01-23,Dallas Stars,Buffalo Sabres,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,0,0,0
2023-01-25,Dallas Stars,Carolina Hurricanes,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,0,0,0
2023-01-27,Dallas Stars,New Jersey Devils,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,0,0,0
2023-02-04,Dallas Stars,none,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,0,0,0
2023-02-06,Dallas Stars,Anaheim Ducks,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,0,0,0
2023-02-08,Dallas Stars,Minnesota Wild,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,0,0,0
2023-02-11,Dallas Stars,Tampa Bay Lightning,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,0,0,0
2023-02-14,Dallas Stars,Boston Bruins,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,0,0,0
2023-02-17,Dallas Stars,Minnesota Wild,0,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,1390268.248505878,1390.3,863.9
2023-02-18,Dallas Stars,Columbus Blue Jackets,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,1390268.248505878,1390.3,863.9
2023-02-22,Dallas Stars,Chicago Blackhawks,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,0,0,0
2023-02-25,Dallas Stars,Vegas Golden Knights,0,Vegas Golden Knights,T-Mobile Arena,"Paradise, Nevada",17368,-115.1781463,36.102909,1723134.6868355866,1723.1,1070.7
2023-02-27,Dallas Stars,Vancouver Canucks,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,1723134.6868355866,1723.1,1070.7
2023-03-01,Dallas Stars,Arizona Coyotes,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,0,0,0
2023-03-02,Dallas Stars,Chicago Blackhawks,0,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,1293700.0465703872,1293.7,803.9
2023-03-04,Dallas Stars,Colorado Avalanche,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,1293700.0465703872,1293.7,803.9
2023-03-06,Dallas Stars,Calgary Flames,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,0,0,0
2023-03-09,Dallas Stars,Buffalo Sabres,0,Buffalo Sabres,KeyBank Center,"Buffalo, New York",19070,-78.8765439,42.8750811,1928934.4827396586,1928.9,1198.6
2023-03-11,Dallas Stars,Seattle Kraken,0,Seattle Kraken,Climate Pledge Arena,"Seattle, Washington",17151,-122.3540714,47.62207129999999,3402480.3630672423,3402.5,2114.2
2023-03-13,Dallas Stars,Seattle Kraken,0,Seattle Kraken,Climate Pledge Arena,"Seattle, Washington",17151,-122.3540714,47.62207129999999,0,0,0
2023-03-14,Dallas Stars,Vancouver Canucks,0,Vancouver Canucks,Rogers Arena,"Vancouver, British Columbia",18910,-123.1088227,49.2778358,192556.2473019846,192.6,119.6
2023-03-16,Dallas Stars,Edmonton Oilers,0,Edmonton Oilers,Rogers Place,"Edmonton, Alberta",18347,-113.4978004,53.54697549999999,818126.8676329333,818.1,508.4
2023-03-18,Dallas Stars,Calgary Flames,0,Calgary Flames,Scotiabank Saddledome,"Calgary, Alberta",19289,-114.0519341,51.0374336,281894.74037509563,281.9,175.2
2023-03-21,Dallas Stars,Seattle Kraken,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,2469725.9195096847,2469.7,1534.6
2023-03-23,Dallas Stars,Pittsburgh Penguins,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,0,0,0
2023-03-25,Dallas Stars,Vancouver Canucks,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,0,0,0
2023-03-28,Dallas Stars,Chicago Blackhawks,0,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,1293700.0465703872,1293.7,803.9
2023-03-31,Dallas Stars,Arizona Coyotes,0,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,2325236.108465433,2325.2,1444.8
2023-04-01,Dallas Stars,Colorado Avalanche,0,Colorado Avalanche,Ball Arena,"Denver, Colorado",17809,-105.0076028,39.7486565,936540.704891935,936.5,581.9
2023-04-03,Dallas Stars,Nashville Predators,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,1067285.124096814,1067.3,663.2
2023-04-06,Dallas Stars,Philadelphia Flyers,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,0,0,0
2023-04-08,Dallas Stars,Vegas Golden Knights,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,0,0,0
2023-04-10,Dallas Stars,Detroit Red Wings,0,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,1609790.0246552068,1609.8,1000.3
2023-04-12,Dallas Stars,St. Louis Blues,0,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,732506.1141302024,732.5,455.2
2023-04-13,Dallas Stars,St. Louis Blues,1,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,882028.8632153616,882,548.1
2022-10-06,Detroit Red Wings,none,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,NA,NA,NA
2022-10-14,Detroit Red Wings,Montreal Canadiens,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,0,0,0
2022-10-15,Detroit Red Wings,New Jersey Devils,0,New Jersey Devils,Prudential Center,"Newark, New Jersey",16514,-74.1710659,40.733537,761205.0601770413,761.2,473
2022-10-17,Detroit Red Wings,Los Angeles Kings,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,761205.0601770413,761.2,473
2022-10-21,Detroit Red Wings,Chicago Blackhawks,0,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,384817.9088785241,384.8,239.1
2022-10-23,Detroit Red Wings,Anaheim Ducks,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,384817.9088785241,384.8,239.1
2022-10-25,Detroit Red Wings,New Jersey Devils,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,0,0,0
2022-10-27,Detroit Red Wings,Boston Bruins,0,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,985800.8017541037,985.8,612.5
2022-10-29,Detroit Red Wings,Minnesota Wild,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,985800.8017541037,985.8,612.5
2022-10-31,Detroit Red Wings,Buffalo Sabres,0,Buffalo Sabres,KeyBank Center,"Buffalo, New York",19070,-78.8765439,42.8750811,347451.5796980494,347.5,215.9
2022-11-03,Detroit Red Wings,Washington Capitals,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,347451.5796980494,347.5,215.9
2022-11-05,Detroit Red Wings,New York Islanders,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,0,0,0
2022-11-06,Detroit Red Wings,New York Rangers,0,New York Rangers,Madison Square Garden,"New York City, New York",18006,-73.9934387,40.7505045,775049.3782728286,775,481.6
2022-11-08,Detroit Red Wings,Montreal Canadiens,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,775049.3782728286,775,481.6
2022-11-10,Detroit Red Wings,New York Rangers,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,0,0,0
2022-11-12,Detroit Red Wings,Los Angeles Kings,0,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,3190654.9649055847,3190.7,1982.6
2022-11-15,Detroit Red Wings,Anaheim Ducks,0,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,44590.21555509094,44.6,27.7
2022-11-17,Detroit Red Wings,San Jose Sharks,0,San Jose Sharks,SAP Center,"San Jose, California",17562,-121.9020006,37.3329688,535467.9400962438,535.5,332.7
2022-11-19,Detroit Red Wings,Columbus Blue Jackets,0,Columbus Blue Jackets,Nationwide Arena,"Columbus, Ohio",18144,-83.0060483,39.9692072,3367414.187902747,3367.4,2092.4
2022-11-23,Detroit Red Wings,Nashville Predators,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,264070.39808778564,264.1,164.1
2022-11-25,Detroit Red Wings,Arizona Coyotes,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,0,0,0
2022-11-28,Detroit Red Wings,Toronto Maple Leafs,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,0,0,0
2022-11-30,Detroit Red Wings,Buffalo Sabres,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,0,0,0
2022-12-03,Detroit Red Wings,Vegas Golden Knights,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,0,0,0
2022-12-04,Detroit Red Wings,Columbus Blue Jackets,0,Columbus Blue Jackets,Nationwide Arena,"Columbus, Ohio",18144,-83.0060483,39.9692072,264070.39808778564,264.1,164.1
2022-12-06,Detroit Red Wings,Tampa Bay Lightning,0,Tampa Bay Lightning,Amalie Arena,"Tampa, Florida",19092,-82.4517771,27.9427373,1339749.8948055226,1339.7,832.5
2022-12-08,Detroit Red Wings,Florida Panthers,0,Florida Panthers,FLA Live Arena,"Sunrise, Florida",19250,-80.3255204,26.1584958,289619.9784625895,289.6,180
2022-12-10,Detroit Red Wings,Dallas Stars,0,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,1757152.7245865474,1757.2,1091.8
2022-12-13,Detroit Red Wings,Carolina Hurricanes,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,1609790.0246552068,1609.8,1000.3
2022-12-14,Detroit Red Wings,Minnesota Wild,0,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,858812.7106687216,858.8,533.6
2022-12-17,Detroit Red Wings,Ottawa Senators,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,858812.7106687216,858.8,533.6
2022-12-19,Detroit Red Wings,Washington Capitals,0,Washington Capitals,Capital One Arena,"Washington, D.C.",18506,-77.02085679999999,38.8981675,637594.1971653843,637.6,396.2
2022-12-21,Detroit Red Wings,Tampa Bay Lightning,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,637594.1971653843,637.6,396.2
2022-12-23,Detroit Red Wings,Ottawa Senators,0,Ottawa Senators,Canadian Tire Centre,"Ottawa, Ontario",18652,-75.926823,45.2969151,660011.4416854684,660,410.1
2022-12-25,Detroit Red Wings,none,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,660011.4416854684,660,410.1
2022-12-28,Detroit Red Wings,Pittsburgh Penguins,0,Pittsburgh Penguins,PPG Paints Arena,"Pittsburgh, Pennsylvania",18387,-79.98955289999999,40.4393097,332182.3214520625,332.2,206.4
2022-12-29,Detroit Red Wings,Buffalo Sabres,0,Buffalo Sabres,KeyBank Center,"Buffalo, New York",19070,-78.8765439,42.8750811,286507.18570917577,286.5,178
2022-12-31,Detroit Red Wings,Ottawa Senators,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,347451.5796980494,347.5,215.9
2023-01-04,Detroit Red Wings,New Jersey Devils,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,0,0,0
2023-01-06,Detroit Red Wings,Florida Panthers,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,0,0,0
2023-01-07,Detroit Red Wings,Toronto Maple Leafs,0,Toronto Maple Leafs,Scotiabank Arena,"Toronto, Ontario",18800,-79.3790989,43.6434661,332548.2042878368,332.5,206.6
2023-01-10,Detroit Red Wings,Winnipeg Jets,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,332548.2042878368,332.5,206.6
2023-01-12,Detroit Red Wings,Toronto Maple Leafs,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,0,0,0
2023-01-14,Detroit Red Wings,Columbus Blue Jackets,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,0,0,0
2023-01-16,Detroit Red Wings,Colorado Avalanche,0,Colorado Avalanche,Ball Arena,"Denver, Colorado",17809,-105.0076028,39.7486565,1860153.3865150204,1860.2,1155.8
2023-01-17,Detroit Red Wings,Arizona Coyotes,0,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,936540.704891935,936.5,581.9
2023-01-19,Detroit Red Wings,Vegas Golden Knights,0,Vegas Golden Knights,T-Mobile Arena,"Paradise, Nevada",17368,-115.1781463,36.102909,420963.1606222841,421,261.6
2023-01-21,Detroit Red Wings,Philadelphia Flyers,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,2837645.39263221,2837.6,1763.2
2023-01-24,Detroit Red Wings,San Jose Sharks,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,0,0,0
2023-01-26,Detroit Red Wings,Montreal Canadiens,0,Montreal Canadiens,Bell Centre,"Montreal, Quebec",21105,-73.5693153,45.4960667,837100.5644471588,837.1,520.2
2023-01-27,Detroit Red Wings,New York Islanders,0,New York Islanders,UBS Arena,"Elmont, New York",17113,-73.7260398,40.71179009999999,532735.2206696817,532.7,331
2023-02-04,Detroit Red Wings,none,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,797913.0900460543,797.9,495.8
2023-02-07,Detroit Red Wings,Edmonton Oilers,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,0,0,0
2023-02-09,Detroit Red Wings,Calgary Flames,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,0,0,0
2023-02-11,Detroit Red Wings,Vancouver Canucks,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,0,0,0
2023-02-13,Detroit Red Wings,Vancouver Canucks,0,Vancouver Canucks,Rogers Arena,"Vancouver, British Columbia",18910,-123.1088227,49.2778358,3162479.109001037,3162.5,1965.1
2023-02-15,Detroit Red Wings,Edmonton Oilers,0,Edmonton Oilers,Rogers Place,"Edmonton, Alberta",18347,-113.4978004,53.54697549999999,818126.8676329333,818.1,508.4
2023-02-16,Detroit Red Wings,Calgary Flames,0,Calgary Flames,Scotiabank Saddledome,"Calgary, Alberta",19289,-114.0519341,51.0374336,281894.74037509563,281.9,175.2
2023-02-18,Detroit Red Wings,Seattle Kraken,0,Seattle Kraken,Climate Pledge Arena,"Seattle, Washington",17151,-122.3540714,47.62207129999999,711620.6030164532,711.6,442.2
2023-02-21,Detroit Red Wings,Washington Capitals,0,Washington Capitals,Capital One Arena,"Washington, D.C.",18506,-77.02085679999999,38.8981675,3743733.767171809,3743.7,2326.3
2023-02-23,Detroit Red Wings,New York Rangers,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,637594.1971653843,637.6,396.2
2023-02-25,Detroit Red Wings,Tampa Bay Lightning,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,0,0,0
2023-02-28,Detroit Red Wings,Ottawa Senators,0,Ottawa Senators,Canadian Tire Centre,"Ottawa, Ontario",18652,-75.926823,45.2969151,660011.4416854684,660,410.1
2023-03-02,Detroit Red Wings,Seattle Kraken,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,660011.4416854684,660,410.1
2023-03-04,Detroit Red Wings,New York Islanders,0,New York Islanders,UBS Arena,"Elmont, New York",17113,-73.7260398,40.71179009999999,797913.0900460543,797.9,495.8
2023-03-05,Detroit Red Wings,Philadelphia Flyers,0,Philadelphia Flyers,Wells Fargo Center,"Philadelphia, Pennsylvania",19543,-75.17197949999999,39.9012015,152342.50108180422,152.3,94.7
2023-03-08,Detroit Red Wings,Chicago Blackhawks,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,714346.8491036888,714.3,443.9
2023-03-11,Detroit Red Wings,Boston Bruins,0,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,985800.8017541037,985.8,612.5
2023-03-12,Detroit Red Wings,Boston Bruins,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,985800.8017541037,985.8,612.5
2023-03-14,Detroit Red Wings,Nashville Predators,0,Nashville Predators,Bridgestone Arena,"Nashville, Tennessee",17159,-86.7784959,36.1591736,759129.4484966923,759.1,471.7
2023-03-18,Detroit Red Wings,Colorado Avalanche,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,759129.4484966923,759.1,471.7
2023-03-20,Detroit Red Wings,Florida Panthers,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,0,0,0
2023-03-21,Detroit Red Wings,St. Louis Blues,0,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,732506.1141302024,732.5,455.2
2023-03-23,Detroit Red Wings,St. Louis Blues,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,732506.1141302024,732.5,455.2
2023-03-25,Detroit Red Wings,Philadelphia Flyers,0,Philadelphia Flyers,Wells Fargo Center,"Philadelphia, Pennsylvania",19543,-75.17197949999999,39.9012015,714346.8491036888,714.3,443.9
2023-03-28,Detroit Red Wings,Pittsburgh Penguins,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,714346.8491036888,714.3,443.9
2023-03-30,Detroit Red Wings,Carolina Hurricanes,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,0,0,0
2023-03-31,Detroit Red Wings,Winnipeg Jets,0,Winnipeg Jets,Canada Life Centre,"Winnipeg, Manitoba",15321,-97.14376240000001,49.8926443,1370470.237380827,1370.5,851.6
2023-04-02,Detroit Red Wings,Toronto Maple Leafs,0,Toronto Maple Leafs,Scotiabank Arena,"Toronto, Ontario",18800,-79.3790989,43.6434661,1517524.0395988512,1517.5,942.9
2023-04-04,Detroit Red Wings,Montreal Canadiens,0,Montreal Canadiens,Bell Centre,"Montreal, Quebec",21105,-73.5693153,45.4960667,504626.11103514134,504.6,313.6
2023-04-06,Detroit Red Wings,Buffalo Sabres,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,837100.5644471588,837.1,520.2
2023-04-08,Detroit Red Wings,Pittsburgh Penguins,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,0,0,0
2023-04-10,Detroit Red Wings,Dallas Stars,1,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,0,0,0
2023-04-11,Detroit Red Wings,Carolina Hurricanes,0,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,818196.1950506154,818.2,508.4
2023-04-13,Detroit Red Wings,Tampa Bay Lightning,0,Tampa Bay Lightning,Amalie Arena,"Tampa, Florida",19092,-82.4517771,27.9427373,943181.5506780816,943.2,586.1
2022-10-06,Edmonton Oilers,none,1,Edmonton Oilers,Rogers Place,"Edmonton, Alberta",18347,-113.4978004,53.54697549999999,NA,NA,NA
2022-10-12,Edmonton Oilers,Vancouver Canucks,1,Edmonton Oilers,Rogers Place,"Edmonton, Alberta",18347,-113.4978004,53.54697549999999,0,0,0
2022-10-15,Edmonton Oilers,Calgary Flames,1,Edmonton Oilers,Rogers Place,"Edmonton, Alberta",18347,-113.4978004,53.54697549999999,0,0,0
2022-10-18,Edmonton Oilers,Buffalo Sabres,1,Edmonton Oilers,Rogers Place,"Edmonton, Alberta",18347,-113.4978004,53.54697549999999,0,0,0
2022-10-20,Edmonton Oilers,Carolina Hurricanes,1,Edmonton Oilers,Rogers Place,"Edmonton, Alberta",18347,-113.4978004,53.54697549999999,0,0,0
2022-10-22,Edmonton Oilers,St. Louis Blues,1,Edmonton Oilers,Rogers Place,"Edmonton, Alberta",18347,-113.4978004,53.54697549999999,0,0,0
2022-10-24,Edmonton Oilers,Pittsburgh Penguins,1,Edmonton Oilers,Rogers Place,"Edmonton, Alberta",18347,-113.4978004,53.54697549999999,0,0,0
2022-10-26,Edmonton Oilers,St. Louis Blues,0,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,2427449.670231661,2427.4,1508.4
2022-10-27,Edmonton Oilers,Chicago Blackhawks,0,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,421075.9873636416,421.1,261.6
